Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,overflow_slack_gal,threshold_violation_gal
1503616,Compostables,6,118.37,78.91,0,0.0,118.37,0,0.0,28.37
1503639,Bottles/Cans,0,26.23,17.48,0,0.0,26.23,0,0.0,0.0
1503639,Bottles/Cans,1,39.34,26.23,0,0.0,39.34,0,0.0,0.0
1503639,Bottles/Cans,2,52.45,34.97,0,0.0,52.45,0,0.0,0.0
1503639,Bottles/Cans,3,65.57,43.71,0,0.0,65.57,0,0.0,0.0
1503639,Bottles/Cans,4,78.68,52.45,1,5.0,73.68,0,0.0,0.0
1503639,Bottles/Cans,5,86.79,57.86,0,0.0,86.79,0,0.0,0.0
1503639,Bottles/Cans,6,99.91,66.6,0,0.0,99.91,0,0.0,0.0
1514008,Compostables,0,15.16,10.11,0,0.0,15.16,0,0.0,0.0
1514008,Compostables,1,22.75,15.16,0,0.0,22.75,0,0.0,0.0
1514008,Compostables,2,30.33,20.22,0,0.0,30.33,0,0.0,0.0
1514008,Compostables,3,37.91,25.27,0,0.0,37.91,0,0.0,0.0
1514008,Compostables,4,45.49,30.33,1,0.0,45.49,0,0.0,0.0
1514008,Compostables,5,53.08,35.38,0,0.0,53.08,0,0.0,0.0
1514008,Compostables,6,60.66,40.44,0,0.0,60.66,0,0.0,0.0
1514019,Bottles/Cans,0,29.81,19.87,0,0.0,29.81,0,0.0,0.0
1514019,Bottles/Cans,1,44.72,29.81,0,0.0,44.72,0,0.0,0.0
1514019,Bottles/Cans,2,59.62,39.75,0,0.0,59.62,0,0.0,0.0
1514019,Bottles/Cans,3,74.53,49.69,0,0.0,74.53,0,0.0,0.0
1514019,Bottles/Cans,4,89.43,59.62,1,14.43,75.0,0,0.0,0.0
1514019,Bottles/Cans,5,89.91,59.94,0,0.0,89.91,0,0.0,0.0
1514019,Bottles/Cans,6,104.81,69.87,0,0.0,104.81,0,0.0,0.0
1515701,Waste,0,26.27,17.52,0,0.0,26.27,0,0.0,0.0
1515701,Waste,1,39.41,26.27,0,0.0,39.41,0,0.0,0.0
1515701,Waste,2,52.55,35.03,0,0.0,52.55,0,0.0,0.0
1515701,Waste,3,65.69,43.79,0,0.0,65.69,0,0.0,0.0
1515701,Waste,4,78.82,52.55,1,3.82,75.0,0,0.0,0.0
1515701,Waste,5,88.14,58.76,0,0.0,88.14,0,0.0,0.0
1515701,Waste,6,101.27,67.52,0,0.0,101.27,0,0.0,11.27
1515717,Compostables,0,17.39,11.59,0,0.0,17.39,0,0.0,0.0
1515717,Compostables,1,26.08,17.39,0,0.0,26.08,0,0.0,0.0
1515717,Compostables,2,34.77,23.18,0,0.0,34.77,0,0.0,0.0
1515717,Compostables,3,43.47,28.98,0,0.0,43.47,0,0.0,0.0
1515717,Compostables,4,52.16,34.77,1,0.0,52.16,0,0.0,0.0
1515717,Compostables,5,60.85,40.57,0,0.0,60.85,0,0.0,0.0
1515717,Compostables,6,69.54,46.36,0,0.0,69.54,0,0.0,0.0
1515732,Bottles/Cans,0,29.63,19.76,0,0.0,29.63,0,0.0,0.0
1515732,Bottles/Cans,1,44.45,29.63,0,0.0,44.45,0,0.0,0.0
1515732,Bottles/Cans,2,59.27,39.51,0,0.0,59.27,0,0.0,0.0
1515732,Bottles/Cans,3,74.08,49.39,0,0.0,74.08,0,0.0,0.0
1515732,Bottles/Cans,4,88.9,59.27,1,13.9,75.0,0,0.0,0.0
1515732,Bottles/Cans,5,89.82,59.88,0,0.0,89.82,0,0.0,0.0
1515732,Bottles/Cans,6,104.63,69.76,0,0.0,104.63,0,0.0,0.0
1515752,Compostables,0,20.61,13.74,0,0.0,20.61,0,0.0,0.0
1515752,Compostables,1,30.92,20.61,0,0.0,30.92,0,0.0,0.0
1515752,Compostables,2,41.23,27.49,0,0.0,41.23,0,0.0,0.0
1515752,Compostables,3,51.54,34.36,0,0.0,51.54,0,0.0,0.0
1515752,Compostables,4,61.84,41.23,1,0.0,61.84,0,0.0,0.0
1515752,Compostables,5,72.15,48.1,0,0.0,72.15,0,0.0,0.0
1515752,Compostables,6,82.46,54.97,0,0.0,82.46,0,0.0,0.0
1515754,Compostables,0,15.03,10.02,0,0.0,15.03,0,0.0,0.0
1515754,Compostables,1,22.54,15.03,0,0.0,22.54,0,0.0,0.0
1515754,Compostables,2,30.05,20.04,0,0.0,30.05,0,0.0,0.0
1515754,Compostables,3,37.57,25.05,0,0.0,37.57,0,0.0,0.0
1515754,Compostables,4,45.08,30.05,1,0.0,45.08,0,0.0,0.0
1515754,Compostables,5,52.6,35.06,0,0.0,52.6,0,0.0,0.0
1515754,Compostables,6,60.11,40.07,0,0.0,60.11,0,0.0,0.0
1515756,Compostables,0,29.98,19.98,0,0.0,29.98,0,0.0,0.0
1515756,Compostables,1,44.96,29.98,0,0.0,44.96,0,0.0,0.0
1515756,Compostables,2,59.95,39.97,0,0.0,59.95,0,0.0,0.0
1515756,Compostables,3,74.94,49.96,1,0.0,74.94,0,0.0,0.0
1515756,Compostables,4,89.93,59.95,0,0.0,89.93,0,0.0,0.0
1515756,Compostables,5,104.92,69.94,0,0.0,104.92,0,0.0,14.92
1515756,Compostables,6,119.9,79.94,0,0.0,119.9,0,0.0,29.9
1515789,Compostables,0,19.97,13.31,0,0.0,19.97,0,0.0,0.0
1515789,Compostables,1,29.95,19.97,0,0.0,29.95,0,0.0,0.0
1515789,Compostables,2,39.94,26.63,0,0.0,39.94,0,0.0,0.0
1515789,Compostables,3,49.92,33.28,0,0.0,49.92,0,0.0,0.0
1515789,Compostables,4,59.91,39.94,1,0.0,59.91,0,0.0,0.0
1515789,Compostables,5,69.89,46.59,0,0.0,69.89,0,0.0,0.0
1515789,Compostables,6,79.88,53.25,0,0.0,79.88,0,0.0,0.0
1516541,Compostables,0,13.64,9.09,0,0.0,13.64,0,0.0,0.0
1516541,Compostables,1,20.46,13.64,0,0.0,20.46,0,0.0,0.0
1516541,Compostables,2,27.28,18.19,0,0.0,27.28,0,0.0,0.0
1516541,Compostables,3,34.11,22.74,0,0.0,34.11,0,0.0,0.0
1516541,Compostables,4,40.93,27.28,1,0.0,40.93,0,0.0,0.0
1516541,Compostables,5,47.75,31.83,0,0.0,47.75,0,0.0,0.0
1516541,Compostables,6,54.57,36.38,0,0.0,54.57,0,0.0,0.0
1516544,Compostables,0,19.8,13.2,0,0.0,19.8,0,0.0,0.0
1516544,Compostables,1,29.71,19.8,0,0.0,29.71,0,0.0,0.0
1516544,Compostables,2,39.61,26.41,0,0.0,39.61,0,0.0,0.0
1516544,Compostables,3,49.51,33.01,0,0.0,49.51,0,0.0,0.0
1516544,Compostables,4,59.41,39.61,1,0.0,59.41,0,0.0,0.0
1516544,Compostables,5,69.32,46.21,0,0.0,69.32,0,0.0,0.0
1516544,Compostables,6,79.22,52.81,0,0.0,79.22,0,0.0,0.0
1516545,Compostables,0,17.17,11.45,0,0.0,17.17,0,0.0,0.0
1516545,Compostables,1,25.75,17.17,0,0.0,25.75,0,0.0,0.0
1516545,Compostables,2,34.34,22.89,0,0.0,34.34,0,0.0,0.0
1516545,Compostables,3,42.92,28.61,0,0.0,42.92,0,0.0,0.0
1516545,Compostables,4,51.51,34.34,1,0.0,51.51,0,0.0,0.0
1516545,Compostables,5,60.09,40.06,0,0.0,60.09,0,0.0,0.0
1516545,Compostables,6,68.67,45.78,0,0.0,68.67,0,0.0,0.0
1516547,Waste,0,20.19,13.46,0,0.0,20.19,0,0.0,0.0
1516547,Waste,1,30.29,20.19,0,0.0,30.29,0,0.0,0.0
1516547,Waste,2,40.38,26.92,0,0.0,40.38,0,0.0,0.0
1516547,Waste,3,50.48,33.65,0,0.0,50.48,0,0.0,0.0
1516547,Waste,4,60.57,40.38,1,0.0,60.57,0,0.0,0.0
1516547,Waste,5,70.67,47.11,0,0.0,70.67,0,0.0,0.0
1516547,Waste,6,80.76,53.84,0,0.0,80.76,0,0.0,0.0
2503764,Compostables,0,22.28,14.86,0,0.0,22.28,0,0.0,0.0
2503764,Compostables,1,33.43,22.28,0,0.0,33.43,0,0.0,0.0
2503764,Compostables,2,44.57,29.71,0,0.0,44.57,0,0.0,0.0
2503764,Compostables,3,55.71,37.14,0,0.0,55.71,0,0.0,0.0
2503764,Compostables,4,66.85,44.57,1,0.0,66.85,0,0.0,0.0
2503764,Compostables,5,77.99,51.99,0,0.0,77.99,0,0.0,0.0
2503764,Compostables,6,89.13,59.42,0,0.0,89.13,0,0.0,0.0
1503625,Waste,0,17.77,11.85,0,0.0,17.77,0,0.0,0.0
1503625,Waste,1,35.54,23.69,0,0.0,35.54,0,0.0,0.0
1503625,Waste,2,53.3,35.54,0,0.0,53.3,0,0.0,0.0
1503625,Waste,3,71.07,47.38,0,0.0,71.07,0,0.0,0.0
1503625,Waste,4,88.84,59.23,1,13.84,75.0,0,0.0,0.0
1503625,Waste,5,92.77,61.85,0,0.0,92.77,0,0.0,2.77
1503625,Waste,6,110.54,73.69,0,0.0,110.54,0,0.0,20.54
1515689,Compostables,0,15.21,10.14,0,0.0,15.21,0,0.0,0.0
1515689,Compostables,1,30.42,20.28,0,0.0,30.42,0,0.0,0.0
1515689,Compostables,2,45.63,30.42,0,0.0,45.63,0,0.0,0.0
1515689,Compostables,3,60.85,40.56,1,0.0,60.85,0,0.0,0.0
1515689,Compostables,4,76.06,50.7,0,0.0,76.06,0,0.0,0.0
1515689,Compostables,5,91.27,60.85,0,0.0,91.27,0,0.0,1.27
1515689,Compostables,6,106.48,70.99,0,0.0,106.48,0,0.0,16.48
1515719,Compostables,0,15.05,10.03,0,0.0,15.05,0,0.0,0.0
1515719,Compostables,1,30.09,20.06,0,0.0,30.09,0,0.0,0.0
1515719,Compostables,2,45.14,30.09,0,0.0,45.14,0,0.0,0.0
1515719,Compostables,3,60.19,40.13,0,0.0,60.19,0,0.0,0.0
1515719,Compostables,4,75.24,50.16,1,0.24,75.0,0,0.0,0.0
1515719,Compostables,5,90.05,60.03,0,0.0,90.05,0,0.0,0.05
1515719,Compostables,6,105.09,70.06,0,0.0,105.09,0,0.0,15.09
2503762,Compostables,0,17.11,11.41,0,0.0,17.11,0,0.0,0.0
2503762,Compostables,1,34.22,22.81,0,0.0,34.22,0,0.0,0.0
2503762,Compostables,2,51.33,34.22,0,0.0,51.33,0,0.0,0.0
2503762,Compostables,3,68.44,45.63,1,0.0,68.44,0,0.0,0.0
2503762,Compostables,4,85.55,57.03,0,0.0,85.55,0,0.0,0.0
2503762,Compostables,5,102.66,68.44,0,0.0,102.66,0,0.0,12.66
2503762,Compostables,6,119.77,79.85,0,0.0,119.77,0,0.0,29.77
1514030,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1514030,Waste,1,20.06,13.37,0,0.0,20.06,0,0.0,0.0
1514030,Waste,2,40.11,26.74,0,0.0,40.11,0,0.0,0.0
1514030,Waste,3,60.17,40.11,0,0.0,60.17,0,0.0,0.0
1514030,Waste,4,80.22,53.48,0,0.0,80.22,0,0.0,0.0
1514030,Waste,5,100.28,66.85,0,0.0,100.28,0,0.0,10.28
1514030,Waste,6,120.33,80.22,0,0.0,120.33,0,0.0,30.33
1516557,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1516557,Waste,1,18.05,12.03,0,0.0,18.05,0,0.0,0.0
1516557,Waste,2,36.1,24.06,0,0.0,36.1,0,0.0,0.0
1516557,Waste,3,54.14,36.1,0,0.0,54.14,0,0.0,0.0
1516557,Waste,4,72.19,48.13,0,0.0,72.19,0,0.0,0.0
1516557,Waste,5,90.24,60.16,0,0.0,90.24,0,0.0,0.24
1516557,Waste,6,108.29,72.19,0,0.0,108.29,0,0.0,18.29
1514017,Bottles/Cans,0,22.85,15.23,0,0.0,22.85,0,0.0,0.0
1514017,Bottles/Cans,1,45.69,30.46,0,0.0,45.69,0,0.0,0.0
1514017,Bottles/Cans,2,68.54,45.69,0,0.0,68.54,0,0.0,0.0
1514017,Bottles/Cans,3,91.38,60.92,0,0.0,91.38,0,0.0,0.0
1514017,Bottles/Cans,4,114.23,76.15,1,39.23,75.0,0,0.0,0.0
1514017,Bottles/Cans,5,97.85,65.23,0,0.0,97.85,0,0.0,0.0
1514017,Bottles/Cans,6,120.69,80.46,0,0.0,120.69,0,0.0,0.0
1515686,Compostables,0,14.98,9.99,0,0.0,14.98,0,0.0,0.0
1515686,Compostables,1,29.97,19.98,0,0.0,29.97,0,0.0,0.0
1515686,Compostables,2,44.95,29.97,0,0.0,44.95,0,0.0,0.0
1515686,Compostables,3,59.94,39.96,0,0.0,59.94,0,0.0,0.0
1515686,Compostables,4,74.92,49.95,1,0.0,74.92,0,0.0,0.0
1515686,Compostables,5,89.91,59.94,0,0.0,89.91,0,0.0,0.0
1515686,Compostables,6,104.89,69.93,0,0.0,104.89,0,0.0,14.89
1515741,Waste,0,8.26,5.5,0,0.0,8.26,0,0.0,0.0
1515741,Waste,1,16.51,11.01,0,0.0,16.51,0,0.0,0.0
1515741,Waste,2,24.77,16.51,0,0.0,24.77,0,0.0,0.0
1515741,Waste,3,33.03,22.02,0,0.0,33.03,0,0.0,0.0
1515741,Waste,4,41.29,27.52,1,0.0,41.29,0,0.0,0.0
1515741,Waste,5,49.54,33.03,0,0.0,49.54,0,0.0,0.0
1515741,Waste,6,57.8,38.53,0,0.0,57.8,0,0.0,0.0
1515769,Bottles/Cans,0,20.27,13.51,0,0.0,20.27,0,0.0,0.0
1515769,Bottles/Cans,1,40.53,27.02,0,0.0,40.53,0,0.0,0.0
1515769,Bottles/Cans,2,60.8,40.53,0,0.0,60.8,0,0.0,0.0
1515769,Bottles/Cans,3,81.07,54.05,0,0.0,81.07,0,0.0,0.0
1515769,Bottles/Cans,4,101.34,67.56,1,26.34,75.0,0,0.0,0.0
1515769,Bottles/Cans,5,95.27,63.51,0,0.0,95.27,0,0.0,0.0
1515769,Bottles/Cans,6,115.53,77.02,0,0.0,115.53,0,0.0,0.0
1516542,Compostables,0,7.42,4.95,0,0.0,7.42,0,0.0,0.0
1516542,Compostables,1,14.84,9.89,0,0.0,14.84,0,0.0,0.0
1516542,Compostables,2,22.26,14.84,0,0.0,22.26,0,0.0,0.0
1516542,Compostables,3,29.68,19.78,0,0.0,29.68,0,0.0,0.0
1516542,Compostables,4,37.09,24.73,1,0.0,37.09,0,0.0,0.0
1516542,Compostables,5,44.51,29.68,0,0.0,44.51,0,0.0,0.0
1516542,Compostables,6,51.93,34.62,0,0.0,51.93,0,0.0,0.0
1520911,Waste,0,3.95,2.63,0,0.0,3.95,0,0.0,0.0
1520911,Waste,1,7.9,5.26,0,0.0,7.9,0,0.0,0.0
1520911,Waste,2,11.84,7.9,0,0.0,11.84,0,0.0,0.0
1520911,Waste,3,15.79,10.53,0,0.0,15.79,0,0.0,0.0
1520911,Waste,4,19.74,13.16,1,0.0,19.74,0,0.0,0.0
1520911,Waste,5,23.69,15.79,0,0.0,23.69,0,0.0,0.0
1520911,Waste,6,27.63,18.42,0,0.0,27.63,0,0.0,0.0
1520914,Waste,0,5.42,3.62,0,0.0,5.42,0,0.0,0.0
1520914,Waste,1,10.85,7.23,0,0.0,10.85,0,0.0,0.0
1520914,Waste,2,16.27,10.85,0,0.0,16.27,0,0.0,0.0
1520914,Waste,3,21.69,14.46,0,0.0,21.69,0,0.0,0.0
1520914,Waste,4,27.11,18.08,1,0.0,27.11,0,0.0,0.0
1520914,Waste,5,32.54,21.69,0,0.0,32.54,0,0.0,0.0
1520914,Waste,6,37.96,25.31,0,0.0,37.96,0,0.0,0.0
1520917,Waste,0,12.19,8.13,0,0.0,12.19,0,0.0,0.0
1520917,Waste,1,24.38,16.26,0,0.0,24.38,0,0.0,0.0
1520917,Waste,2,36.58,24.38,0,0.0,36.58,0,0.0,0.0
1520917,Waste,3,48.77,32.51,0,0.0,48.77,0,0.0,0.0
1520917,Waste,4,60.96,40.64,1,0.0,60.96,0,0.0,0.0
1520917,Waste,5,73.15,48.77,0,0.0,73.15,0,0.0,0.0
1520917,Waste,6,85.35,56.9,0,0.0,85.35,0,0.0,0.0
1514009,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1514009,Compostables,1,17.13,11.42,0,0.0,17.13,0,0.0,0.0
1514009,Compostables,2,34.26,22.84,0,0.0,34.26,0,0.0,0.0
1514009,Compostables,3,51.39,34.26,0,0.0,51.39,0,0.0,0.0
1514009,Compostables,4,68.52,45.68,1,0.0,68.52,0,0.0,0.0
1514009,Compostables,5,85.65,57.1,0,0.0,85.65,0,0.0,0.0
1514009,Compostables,6,102.78,68.52,0,0.0,102.78,0,0.0,12.78
1514011,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1514011,Bottles/Cans,1,4.28,2.85,0,0.0,4.28,0,0.0,0.0
1514011,Bottles/Cans,2,8.55,5.7,0,0.0,8.55,0,0.0,0.0
1514011,Bottles/Cans,3,12.83,8.55,0,0.0,12.83,0,0.0,0.0
1514011,Bottles/Cans,4,17.11,11.4,0,0.0,17.11,0,0.0,0.0
1514011,Bottles/Cans,5,21.38,14.26,0,0.0,21.38,0,0.0,0.0
1514011,Bottles/Cans,6,25.66,17.11,0,0.0,25.66,0,0.0,0.0
1514016,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1514016,Bottles/Cans,1,15.05,10.03,0,0.0,15.05,0,0.0,0.0
1514016,Bottles/Cans,2,30.09,20.06,0,0.0,30.09,0,0.0,0.0
1514016,Bottles/Cans,3,45.14,30.09,0,0.0,45.14,0,0.0,0.0
1514016,Bottles/Cans,4,60.18,40.12,0,0.0,60.18,0,0.0,0.0
1514016,Bottles/Cans,5,75.23,50.15,0,0.0,75.23,0,0.0,0.0
1514016,Bottles/Cans,6,90.27,60.18,0,0.0,90.27,0,0.0,0.0
1515691,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515691,Compostables,1,7.63,5.09,0,0.0,7.63,0,0.0,0.0
1515691,Compostables,2,15.27,10.18,0,0.0,15.27,0,0.0,0.0
1515691,Compostables,3,22.9,15.27,0,0.0,22.9,0,0.0,0.0
1515691,Compostables,4,30.54,20.36,1,0.0,30.54,0,0.0,0.0
1515691,Compostables,5,38.17,25.45,0,0.0,38.17,0,0.0,0.0
1515691,Compostables,6,45.8,30.54,0,0.0,45.8,0,0.0,0.0
1515720,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515720,Bottles/Cans,1,7.49,4.99,0,0.0,7.49,0,0.0,0.0
1515720,Bottles/Cans,2,14.97,9.98,0,0.0,14.97,0,0.0,0.0
1515720,Bottles/Cans,3,22.46,14.97,0,0.0,22.46,0,0.0,0.0
1515720,Bottles/Cans,4,29.95,19.97,0,0.0,29.95,0,0.0,0.0
1515720,Bottles/Cans,5,37.44,24.96,0,0.0,37.44,0,0.0,0.0
1515720,Bottles/Cans,6,44.92,29.95,0,0.0,44.92,0,0.0,0.0
1515724,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515724,Bottles/Cans,1,26.11,17.41,0,0.0,26.11,0,0.0,0.0
1515724,Bottles/Cans,2,52.23,34.82,0,0.0,52.23,0,0.0,0.0
1515724,Bottles/Cans,3,78.34,52.23,0,0.0,78.34,0,0.0,0.0
1515724,Bottles/Cans,4,104.46,69.64,1,29.46,75.0,0,0.0,0.0
1515724,Bottles/Cans,5,101.11,67.41,0,0.0,101.11,0,0.0,0.0
1515724,Bottles/Cans,6,127.23,84.82,0,0.0,127.23,0,0.0,0.0
1515728,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515728,Bottles/Cans,1,15.54,10.36,0,0.0,15.54,0,0.0,0.0
1515728,Bottles/Cans,2,31.09,20.73,0,0.0,31.09,0,0.0,0.0
1515728,Bottles/Cans,3,46.63,31.09,0,0.0,46.63,0,0.0,0.0
1515728,Bottles/Cans,4,62.18,41.45,0,0.0,62.18,0,0.0,0.0
1515728,Bottles/Cans,5,77.72,51.81,0,0.0,77.72,0,0.0,0.0
1515728,Bottles/Cans,6,93.27,62.18,0,0.0,93.27,0,0.0,0.0
1515733,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515733,Bottles/Cans,1,7.92,5.28,0,0.0,7.92,0,0.0,0.0
1515733,Bottles/Cans,2,15.85,10.57,0,0.0,15.85,0,0.0,0.0
1515733,Bottles/Cans,3,23.77,15.85,0,0.0,23.77,0,0.0,0.0
1515733,Bottles/Cans,4,31.7,21.13,0,0.0,31.7,0,0.0,0.0
1515733,Bottles/Cans,5,39.62,26.41,0,0.0,39.62,0,0.0,0.0
1515733,Bottles/Cans,6,47.55,31.7,0,0.0,47.55,0,0.0,0.0
1515763,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515763,Bottles/Cans,1,9.96,6.64,0,0.0,9.96,0,0.0,0.0
1515763,Bottles/Cans,2,19.92,13.28,0,0.0,19.92,0,0.0,0.0
1515763,Bottles/Cans,3,29.87,19.92,0,0.0,29.87,0,0.0,0.0
1515763,Bottles/Cans,4,39.83,26.55,0,0.0,39.83,0,0.0,0.0
1515763,Bottles/Cans,5,49.79,33.19,0,0.0,49.79,0,0.0,0.0
1515763,Bottles/Cans,6,59.75,39.83,0,0.0,59.75,0,0.0,0.0
1515767,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515767,Bottles/Cans,1,20.82,13.88,0,0.0,20.82,0,0.0,0.0
1515767,Bottles/Cans,2,41.63,27.75,0,0.0,41.63,0,0.0,0.0
1515767,Bottles/Cans,3,62.45,41.63,0,0.0,62.45,0,0.0,0.0
1515767,Bottles/Cans,4,83.26,55.51,0,0.0,83.26,0,0.0,0.0
1515767,Bottles/Cans,5,104.08,69.38,0,0.0,104.08,0,0.0,0.0
1515767,Bottles/Cans,6,124.89,83.26,0,0.0,124.89,0,0.0,0.0
1515774,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515774,Bottles/Cans,1,16.98,11.32,0,0.0,16.98,0,0.0,0.0
1515774,Bottles/Cans,2,33.95,22.64,0,0.0,33.95,0,0.0,0.0
1515774,Bottles/Cans,3,50.93,33.95,0,0.0,50.93,0,0.0,0.0
1515774,Bottles/Cans,4,67.91,45.27,0,0.0,67.91,0,0.0,0.0
1515774,Bottles/Cans,5,84.88,56.59,0,0.0,84.88,0,0.0,0.0
1515774,Bottles/Cans,6,101.86,67.91,0,0.0,101.86,0,0.0,0.0
1515779,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1515779,Bottles/Cans,1,24.0,16.0,0,0.0,24.0,0,0.0,0.0
1515779,Bottles/Cans,2,48.01,32.0,0,0.0,48.01,0,0.0,0.0
1515779,Bottles/Cans,3,72.01,48.01,0,0.0,72.01,0,0.0,0.0
1515779,Bottles/Cans,4,96.01,64.01,0,0.0,96.01,0,0.0,0.0
1515779,Bottles/Cans,5,120.02,80.01,0,0.0,120.02,0,0.0,0.0
1515779,Bottles/Cans,6,144.02,96.01,0,0.0,144.02,0,0.0,0.0
500103011,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
500103011,Bottles/Cans,1,55.07,36.72,1,15.22,39.85,0,0.0,0.0
500103011,Bottles/Cans,2,94.93,63.28,0,0.0,94.93,0,0.0,0.0
500103011,Bottles/Cans,3,150.0,100.0,1,150.0,0.0,0,0.0,0.0
500103011,Bottles/Cans,4,55.07,36.72,1,55.07,0.0,0,0.0,0.0
500103011,Bottles/Cans,5,55.07,36.72,0,0.0,55.07,0,0.0,0.0
500103011,Bottles/Cans,6,110.15,73.43,0,0.0,110.15,0,0.0,0.0
